7/21/2023, 10:08:24 AM [info]  Message :  server started on port number 3000 }
7/21/2023, 10:08:25 AM [info]  Message :  Database Connected (production) : ac-hbi6taw-shard-00-00.lrqxoge.mongodb.net
7/21/2023, 10:13:25 AM [info]  Message :  Enabling daily reminder for Sunil Kumar at time - 06:23 - Asia/Kolkata
7/21/2023, 10:13:25 AM [info]  Message :  Enabling daily backup for Sunil Kumar at 0:1 - Asia/Kolkata
7/21/2023, 10:13:25 AM [info]  Message :  -----------------------------------
7/21/2023, 10:16:38 AM [info]  Message :  Destroying daily backup vx16QZaiJgci3iwUBIpsO62ArIO2
7/21/2023, 10:16:38 AM [info]  Message :  Destroying daily reminder vx16QZaiJgci3iwUBIpsO62ArIO2
7/21/2023, 10:16:38 AM [info]  Message :  ---------------------
7/21/2023, 10:20:14 AM [info]  Message :  Enabling daily reminder for Sunil Kumar at time - 06:23 - Asia/Kolkata
7/21/2023, 10:20:14 AM [info]  Message :  Enabling daily backup for Sunil Kumar at 0:1 - Asia/Kolkata
7/21/2023, 10:20:14 AM [info]  Message :  -----------------------------------
7/21/2023, 10:20:22 AM [info]  Message :  Destroying daily backup vx16QZaiJgci3iwUBIpsO62ArIO2
7/21/2023, 10:20:22 AM [info]  Message :  Destroying daily reminder vx16QZaiJgci3iwUBIpsO62ArIO2
7/21/2023, 10:20:22 AM [info]  Message :  ---------------------
7/21/2023, 10:20:22 AM [info]  Message :  ---------------------
7/21/2023, 10:22:24 AM [info]  Message :  Enabling daily reminder for Sunil Kumar at time - 06:23 - Asia/Kolkata
7/21/2023, 10:22:24 AM [info]  Message :  Enabling daily backup for Sunil Kumar at 0:1 - Asia/Kolkata
7/21/2023, 10:22:24 AM [info]  Message :  -----------------------------------
7/21/2023, 10:08:36 PM [info]  Message :  canceling the previous daily reminder notification
7/21/2023, 10:08:36 PM [info]  Message :  Enabling daily reminder for Sunil Kumar at time - 06:23 - Asia/Kolkata
7/21/2023, 10:08:36 PM [info]  Message :  canceling the previous backup notification
7/21/2023, 10:08:36 PM [info]  Message :  Enabling daily backup for Sunil Kumar at 0:1 - Asia/Kolkata
7/21/2023, 10:08:36 PM [info]  Message :  -----------------------------------
7/21/2023, 10:20:39 PM [info]  Message :  Destroying daily backup vx16QZaiJgci3iwUBIpsO62ArIO2
7/21/2023, 10:20:39 PM [info]  Message :  Destroying daily reminder vx16QZaiJgci3iwUBIpsO62ArIO2
7/21/2023, 10:20:39 PM [info]  Message :  ---------------------
7/21/2023, 10:20:48 PM [info]  Message :  Enabling daily reminder for Sunil Kumar at time - 06:23 - Asia/Kolkata
7/21/2023, 10:20:48 PM [info]  Message :  Enabling daily backup for Sunil Kumar at 0:1 - Asia/Kolkata
7/21/2023, 10:20:48 PM [info]  Message :  -----------------------------------
7/21/2023, 10:20:57 PM [info]  Message :  Destroying daily backup vx16QZaiJgci3iwUBIpsO62ArIO2
7/21/2023, 10:20:57 PM [info]  Message :  Destroying daily reminder vx16QZaiJgci3iwUBIpsO62ArIO2
7/21/2023, 10:20:57 PM [info]  Message :  ---------------------
7/21/2023, 10:22:40 PM [info]  Message :  Enabling daily reminder for Sunil Kumar at time - 06:23 - Asia/Kolkata
7/21/2023, 10:22:40 PM [info]  Message :  Enabling daily backup for Sunil Kumar at 0:1 - Asia/Kolkata
7/21/2023, 10:22:40 PM [info]  Message :  -----------------------------------
7/21/2023, 10:41:48 PM [info]  Message :  Destroying daily backup vx16QZaiJgci3iwUBIpsO62ArIO2
7/21/2023, 10:41:48 PM [info]  Message :  Destroying daily reminder vx16QZaiJgci3iwUBIpsO62ArIO2
7/21/2023, 10:41:48 PM [info]  Message :  ---------------------
7/21/2023, 10:41:58 PM [info]  Message :  Enabling daily reminder for Sunil Kumar at time - 06:23 - Asia/Kolkata
7/21/2023, 10:41:58 PM [info]  Message :  Enabling daily backup for Sunil Kumar at 0:1 - Asia/Kolkata
7/21/2023, 10:41:58 PM [info]  Message :  -----------------------------------
7/22/2023, 12:13:39 AM [info]  Message :  sending daily backup notification to  - Sunil Kumar
7/22/2023, 12:13:39 AM [info]  Message :  {"id":"5e2e2039-d70e-4b2c-8ded-e66cc1c2198e","external_id":null}
7/22/2023, 12:13:40 AM [info]  Message :  Daily Backup created successfully
7/22/2023, 12:13:41 AM [info]  Message :  {"id":"985e9924-2c4b-4248-8d1d-eca10568995c","external_id":null} BACKUP SUCCESS
